shipment_id,po_id,vessel_name,transport_mode,origin_port,destination_port,current_lat,current_lon,timestamp,speed_knots,eta
SHP-0008,PO-00013,Ever Given,sea,Shenzhen,Long Beach,27.2923,14.547,2026-02-28T18:58:48Z,11.2,2026-03-08
SHP-0008,PO-00013,Ever Given,sea,Shenzhen,Long Beach,29.3751,-18.7669,2026-03-01T22:58:48Z,10.8,2026-03-18
SHP-0008,PO-00013,Ever Given,sea,Shenzhen,Long Beach,30.6593,-51.5436,2026-03-03T02:58:48Z,10.7,2026-03-16
SHP-0008,PO-00013,Ever Given,sea,Shenzhen,Long Beach,31.9954,-84.9535,2026-03-04T06:58:48Z,9.8,2026-03-12
SHP-0009,PO-00014,Wan Hai 316,sea,Shanghai,Hamburg,33.2915,109.2469,2026-02-26T10:58:48Z,10.3,2026-03-11
SHP-0009,PO-00014,Wan Hai 316,sea,Shanghai,Hamburg,36.3461,96.8588,2026-02-27T07:58:48Z,15.1,2026-03-08
SHP-0009,PO-00014,Wan Hai 316,sea,Shanghai,Hamburg,39.108,84.1196,2026-02-28T04:58:48Z,15.9,2026-03-12
SHP-0009,PO-00014,Wan Hai 316,sea,Shanghai,Hamburg,40.9785,71.5511,2026-03-01T01:58:48Z,19.1,2026-03-17
SHP-0009,PO-00014,Wan Hai 316,sea,Shanghai,Hamburg,43.8688,59.7221,2026-03-01T22:58:48Z,6.6,2026-03-14
SHP-0009,PO-00014,Wan Hai 316,sea,Shanghai,Hamburg,46.2805,47.1585,2026-03-02T19:58:48Z,11.2,2026-03-06
SHP-0009,PO-00014,Wan Hai 316,sea,Shanghai,Hamburg,48.2703,34.4775,2026-03-03T16:58:48Z,13.3,2026-03-18
SHP-0009,PO-00014,Wan Hai 316,sea,Shanghai,Hamburg,50.7965,22.0142,2026-03-04T13:58:48Z,10.0,2026-03-07
SHP-0010,PO-00016,Evergreen Triton,air,Shanghai,Savannah,30.845,102.8922,2026-02-26T10:58:48Z,15.5,2026-03-18
SHP-0010,PO-00016,Evergreen Triton,air,Shanghai,Savannah,31.4818,84.2952,2026-02-27T03:46:48Z,19.1,2026-03-08
SHP-0010,PO-00016,Evergreen Triton,air,Shanghai,Savannah,31.7329,66.5354,2026-02-27T20:34:48Z,17.3,2026-03-08
SHP-0010,PO-00016,Evergreen Triton,air,Shanghai,Savannah,31.0828,47.6761,2026-02-28T13:22:48Z,9.0,2026-03-17
SHP-0010,PO-00016,Evergreen Triton,air,Shanghai,Savannah,31.5606,29.1822,2026-03-01T06:10:48Z,18.3,2026-03-17
SHP-0010,PO-00016,Evergreen Triton,air,Shanghai,Savannah,31.4276,10.7219,2026-03-01T22:58:48Z,18.3,2026-03-18
SHP-0010,PO-00016,Evergreen Triton,air,Shanghai,Savannah,32.1749,-7.7378,2026-03-02T15:46:48Z,21.1,2026-03-16
SHP-0010,PO-00016,Evergreen Triton,air,Shanghai,Savannah,32.3326,-25.8847,2026-03-03T08:34:48Z,18.2,2026-03-10
SHP-0010,PO-00016,Evergreen Triton,air,Shanghai,Savannah,31.9284,-44.3422,2026-03-04T01:22:48Z,18.9,2026-03-08
SHP-0010,PO-00016,Evergreen Triton,air,Shanghai,Savannah,32.304,-63.0371,2026-03-04T18:10:48Z,5.9,2026-03-10
SHP-0011,PO-00017,Wan Hai 316,sea,Laem Chabang,Houston,15.0307,83.2514,2026-02-26T10:58:48Z,19.5,2026-03-14
SHP-0011,PO-00017,Wan Hai 316,sea,Laem Chabang,Houston,15.8978,65.4631,2026-02-27T03:46:48Z,12.6,2026-03-10
SHP-0011,PO-00017,Wan Hai 316,sea,Laem Chabang,Houston,17.6424,47.691,2026-02-27T20:34:48Z,21.1,2026-03-07
SHP-0011,PO-00017,Wan Hai 316,sea,Laem Chabang,Houston,18.8675,29.4711,2026-02-28T13:22:48Z,20.8,2026-03-11
SHP-0011,PO-00017,Wan Hai 316,sea,Laem Chabang,Houston,20.5767,11.5765,2026-03-01T06:10:48Z,9.0,2026-03-11
SHP-0011,PO-00017,Wan Hai 316,sea,Laem Chabang,Houston,22.6727,-6.2851,2026-03-01T22:58:48Z,10.4,2026-03-06
SHP-0011,PO-00017,Wan Hai 316,sea,Laem Chabang,Houston,23.2936,-23.7853,2026-03-02T15:46:48Z,18.5,2026-03-11
SHP-0011,PO-00017,Wan Hai 316,sea,Laem Chabang,Houston,24.8485,-42.0531,2026-03-03T08:34:48Z,13.0,2026-03-19
SHP-0011,PO-00017,Wan Hai 316,sea,Laem Chabang,Houston,27.0584,-59.4212,2026-03-04T01:22:48Z,12.6,2026-03-13
SHP-0011,PO-00017,Wan Hai 316,sea,Laem Chabang,Houston,27.7489,-77.9408,2026-03-04T18:10:48Z,8.7,2026-03-10
SHP-0012,PO-00018,Evergreen Triton,rail,Shenzhen,Long Beach,23.5887,92.5576,2026-02-26T10:58:48Z,9.0,2026-03-10
SHP-0012,PO-00018,Evergreen Triton,rail,Shenzhen,Long Beach,24.2037,71.5712,2026-02-27T03:46:48Z,18.5,2026-03-16
SHP-0012,PO-00018,Evergreen Triton,rail,Shenzhen,Long Beach,25.5598,50.3299,2026-02-27T20:34:48Z,15.1,2026-03-13
SHP-0012,PO-00018,Evergreen Triton,rail,Shenzhen,Long Beach,26.1401,29.6208,2026-02-28T13:22:48Z,17.2,2026-03-09
SHP-0012,PO-00018,Evergreen Triton,rail,Shenzhen,Long Beach,27.4358,7.9934,2026-03-01T06:10:48Z,9.1,2026-03-11
SHP-0012,PO-00018,Evergreen Triton,rail,Shenzhen,Long Beach,28.582,-12.4574,2026-03-01T22:58:48Z,13.9,2026-03-07
SHP-0012,PO-00018,Evergreen Triton,rail,Shenzhen,Long Beach,29.547,-33.2821,2026-03-02T15:46:48Z,13.6,2026-03-14
SHP-0012,PO-00018,Evergreen Triton,rail,Shenzhen,Long Beach,31.1956,-54.7949,2026-03-03T08:34:48Z,19.8,2026-03-12
SHP-0012,PO-00018,Evergreen Triton,rail,Shenzhen,Long Beach,31.2717,-76.0758,2026-03-04T01:22:48Z,9.3,2026-03-11
SHP-0012,PO-00018,Evergreen Triton,rail,Shenzhen,Long Beach,32.2653,-96.7878,2026-03-04T18:10:48Z,9.1,2026-03-11
SHP-0013,PO-00019,OOCL Hong Kong,air,Shanghai,Savannah,30.9579,98.8156,2026-02-26T10:58:48Z,18.8,2026-03-11
SHP-0013,PO-00019,OOCL Hong Kong,air,Shanghai,Savannah,31.094,76.7358,2026-02-27T07:58:48Z,21.7,2026-03-13
SHP-0013,PO-00019,OOCL Hong Kong,air,Shanghai,Savannah,31.4919,53.6323,2026-02-28T04:58:48Z,6.1,2026-03-08
SHP-0013,PO-00019,OOCL Hong Kong,air,Shanghai,Savannah,31.884,31.401,2026-03-01T01:58:48Z,8.4,2026-03-10
SHP-0013,PO-00019,OOCL Hong Kong,air,Shanghai,Savannah,31.9933,9.3225,2026-03-01T22:58:48Z,20.9,2026-03-11
SHP-0013,PO-00019,OOCL Hong Kong,air,Shanghai,Savannah,31.8121,-13.0809,2026-03-02T19:58:48Z,13.0,2026-03-14
SHP-0013,PO-00019,OOCL Hong Kong,air,Shanghai,Savannah,31.4277,-35.9298,2026-03-03T16:58:48Z,11.1,2026-03-10
SHP-0013,PO-00019,OOCL Hong Kong,air,Shanghai,Savannah,32.2664,-58.2175,2026-03-04T13:58:48Z,9.6,2026-03-11
SHP-0014,PO-00021,Maersk Eindhoven,sea,Hamburg,Houston,51.5656,-0.6584,2026-02-26T10:58:48Z,13.4,2026-03-08
SHP-0014,PO-00021,Maersk Eindhoven,sea,Hamburg,Houston,48.7895,-10.6557,2026-02-27T05:38:48Z,9.5,2026-03-14
SHP-0014,PO-00021,Maersk Eindhoven,sea,Hamburg,Houston,45.9956,-21.6905,2026-02-28T00:18:48Z,15.2,2026-03-12
SHP-0014,PO-00021,Maersk Eindhoven,sea,Hamburg,Houston,44.3563,-32.1045,2026-02-28T18:58:48Z,6.7,2026-03-11
SHP-0014,PO-00021,Maersk Eindhoven,sea,Hamburg,Houston,41.4829,-42.8894,2026-03-01T13:38:48Z,15.2,2026-03-13
SHP-0014,PO-00021,Maersk Eindhoven,sea,Hamburg,Houston,39.2021,-53.0302,2026-03-02T08:18:48Z,12.6,2026-03-11
SHP-0014,PO-00021,Maersk Eindhoven,sea,Hamburg,Houston,37.1238,-63.3434,2026-03-03T02:58:48Z,22.0,2026-03-15
SHP-0014,PO-00021,Maersk Eindhoven,sea,Hamburg,Houston,34.2926,-73.81,2026-03-03T21:38:48Z,6.3,2026-03-06
SHP-0014,PO-00021,Maersk Eindhoven,sea,Hamburg,Houston,32.2765,-84.9617,2026-03-04T16:18:48Z,17.7,2026-03-18
SHP-0015,PO-00023,Ever Given,sea,Shenzhen,Long Beach,23.739,92.8845,2026-02-26T10:58:48Z,6.1,2026-03-08
SHP-0015,PO-00023,Ever Given,sea,Shenzhen,Long Beach,24.8603,71.6991,2026-02-27T03:46:48Z,21.1,2026-03-12
SHP-0015,PO-00023,Ever Given,sea,Shenzhen,Long Beach,25.1351,50.3725,2026-02-27T20:34:48Z,21.1,2026-03-13
SHP-0015,PO-00023,Ever Given,sea,Shenzhen,Long Beach,26.4956,29.8685,2026-02-28T13:22:48Z,7.3,2026-03-15
SHP-0015,PO-00023,Ever Given,sea,Shenzhen,Long Beach,27.5115,8.3062,2026-03-01T06:10:48Z,9.2,2026-03-10
SHP-0015,PO-00023,Ever Given,sea,Shenzhen,Long Beach,28.2789,-12.3861,2026-03-01T22:58:48Z,13.8,2026-03-13
SHP-0015,PO-00023,Ever Given,sea,Shenzhen,Long Beach,30.0999,-34.1177,2026-03-02T15:46:48Z,9.4,2026-03-18
SHP-0015,PO-00023,Ever Given,sea,Shenzhen,Long Beach,30.6535,-54.3527,2026-03-03T08:34:48Z,16.8,2026-03-10
SHP-0015,PO-00023,Ever Given,sea,Shenzhen,Long Beach,32.2268,-76.2625,2026-03-04T01:22:48Z,19.5,2026-03-08
SHP-0015,PO-00023,Ever Given,sea,Shenzhen,Long Beach,32.7011,-96.6777,2026-03-04T18:10:48Z,22.0,2026-03-13
SHP-0016,PO-00024,ZIM Samson,sea,Hamburg,Houston,50.2014,-5.2696,2026-02-26T10:58:48Z,19.5,2026-03-10
SHP-0016,PO-00024,ZIM Samson,sea,Hamburg,Houston,46.9647,-19.6827,2026-02-27T14:58:48Z,8.0,2026-03-16
SHP-0016,PO-00024,ZIM Samson,sea,Hamburg,Houston,43.2158,-35.4358,2026-02-28T18:58:48Z,18.5,2026-03-09
SHP-0016,PO-00024,ZIM Samson,sea,Hamburg,Houston,39.6925,-50.216,2026-03-01T22:58:48Z,14.4,2026-03-11
SHP-0016,PO-00024,ZIM Samson,sea,Hamburg,Houston,36.4261,-64.9563,2026-03-03T02:58:48Z,7.2,2026-03-14
SHP-0016,PO-00024,ZIM Samson,sea,Hamburg,Houston,33.5428,-80.7443,2026-03-04T06:58:48Z,22.0,2026-03-12
SHP-0017,PO-00026,Evergreen Triton,sea,Laem Chabang,Houston,15.0713,80.8298,2026-02-26T10:58:48Z,15.9,2026-03-11
SHP-0017,PO-00026,Evergreen Triton,sea,Laem Chabang,Houston,16.366,61.8121,2026-02-27T05:38:48Z,7.2,2026-03-11
SHP-0017,PO-00026,Evergreen Triton,sea,Laem Chabang,Houston,18.4131,42.0593,2026-02-28T00:18:48Z,8.1,2026-03-15
SHP-0017,PO-00026,Evergreen Triton,sea,Laem Chabang,Houston,20.2183,22.3166,2026-02-28T18:58:48Z,5.9,2026-03-19
SHP-0017,PO-00026,Evergreen Triton,sea,Laem Chabang,Houston,21.0442,2.413,2026-03-01T13:38:48Z,7.8,2026-03-08
SHP-0017,PO-00026,Evergreen Triton,sea,Laem Chabang,Houston,23.5227,-17.1385,2026-03-02T08:18:48Z,20.2,2026-03-14
SHP-0017,PO-00026,Evergreen Triton,sea,Laem Chabang,Houston,25.1019,-36.7374,2026-03-03T02:58:48Z,21.3,2026-03-16
SHP-0017,PO-00026,Evergreen Triton,sea,Laem Chabang,Houston,26.1985,-55.987,2026-03-03T21:38:48Z,14.1,2026-03-15
SHP-0017,PO-00026,Evergreen Triton,sea,Laem Chabang,Houston,28.0946,-76.0674,2026-03-04T16:18:48Z,7.6,2026-03-15
SHP-0018,PO-00027,PIL Aries,air,Shanghai,Hamburg,34.0525,109.147,2026-02-26T10:58:48Z,19.7,2026-03-19
SHP-0018,PO-00027,PIL Aries,air,Shanghai,Hamburg,35.7712,97.1452,2026-02-27T07:58:48Z,14.8,2026-03-18
SHP-0018,PO-00027,PIL Aries,air,Shanghai,Hamburg,38.8211,84.577,2026-02-28T04:58:48Z,15.5,2026-03-12
SHP-0018,PO-00027,PIL Aries,air,Shanghai,Hamburg,40.6803,72.3123,2026-03-01T01:58:48Z,9.9,2026-03-14
SHP-0018,PO-00027,PIL Aries,air,Shanghai,Hamburg,44.0867,59.5196,2026-03-01T22:58:48Z,18.7,2026-03-18
SHP-0018,PO-00027,PIL Aries,air,Shanghai,Hamburg,46.0161,47.1035,2026-03-02T19:58:48Z,6.0,2026-03-17
SHP-0018,PO-00027,PIL Aries,air,Shanghai,Hamburg,48.5296,34.7476,2026-03-03T16:58:48Z,10.8,2026-03-09
SHP-0018,PO-00027,PIL Aries,air,Shanghai,Hamburg,50.7137,22.7382,2026-03-04T13:58:48Z,17.5,2026-03-11
SHP-0019,PO-00028,Maersk Eindhoven,sea,Hamburg,Houston,50.9216,-2.1094,2026-02-26T10:58:48Z,12.9,2026-03-09
SHP-0019,PO-00028,Maersk Eindhoven,sea,Hamburg,Houston,48.0308,-13.6732,2026-02-27T07:58:48Z,5.9,2026-03-07
SHP-0019,PO-00028,Maersk Eindhoven,sea,Hamburg,Houston,46.0654,-24.7625,2026-02-28T04:58:48Z,9.2,2026-03-12
SHP-0019,PO-00028,Maersk Eindhoven,sea,Hamburg,Houston,43.342,-37.1725,2026-03-01T01:58:48Z,20.9,2026-03-11
SHP-0019,PO-00028,Maersk Eindhoven,sea,Hamburg,Houston,40.5545,-48.8479,2026-03-01T22:58:48Z,13.5,2026-03-08
SHP-0019,PO-00028,Maersk Eindhoven,sea,Hamburg,Houston,37.7047,-60.2446,2026-03-02T19:58:48Z,13.5,2026-03-10
SHP-0019,PO-00028,Maersk Eindhoven,sea,Hamburg,Houston,34.6367,-72.0556,2026-03-03T16:58:48Z,21.4,2026-03-13
SHP-0019,PO-00028,Maersk Eindhoven,sea,Hamburg,Houston,32.1185,-83.8015,2026-03-04T13:58:48Z,9.8,2026-03-06
SHP-0020,PO-00031,Pacific Voyager,rail,Shanghai,Hamburg,33.2477,109.8302,2026-02-26T10:58:48Z,12.3,2026-03-07
SHP-0020,PO-00031,Pacific Voyager,rail,Shanghai,Hamburg,36.0765,99.4015,2026-02-27T05:38:48Z,11.9,2026-03-18
SHP-0020,PO-00031,Pacific Voyager,rail,Shanghai,Hamburg,37.4712,87.5772,2026-02-28T00:18:48Z,8.3,2026-03-14
SHP-0020,PO-00031,Pacific Voyager,rail,Shanghai,Hamburg,40.2112,76.4515,2026-02-28T18:58:48Z,12.7,2026-03-14
SHP-0020,PO-00031,Pacific Voyager,rail,Shanghai,Hamburg,42.4399,66.0553,2026-03-01T13:38:48Z,16.6,2026-03-15
SHP-0020,PO-00031,Pacific Voyager,rail,Shanghai,Hamburg,44.2408,55.0571,2026-03-02T08:18:48Z,11.3,2026-03-12
SHP-0020,PO-00031,Pacific Voyager,rail,Shanghai,Hamburg,47.3408,43.4918,2026-03-03T02:58:48Z,17.8,2026-03-11
SHP-0020,PO-00031,Pacific Voyager,rail,Shanghai,Hamburg,48.7851,32.2951,2026-03-03T21:38:48Z,5.7,2026-03-14
SHP-0020,PO-00031,Pacific Voyager,rail,Shanghai,Hamburg,50.8569,21.3516,2026-03-04T16:18:48Z,13.1,2026-03-18
SHP-0021,PO-00034,COSCO Shipping Universe,air,Laem Chabang,Houston,14.2361,83.4714,2026-02-26T10:58:48Z,7.8,2026-03-11
SHP-0021,PO-00034,COSCO Shipping Universe,air,Laem Chabang,Houston,16.6033,65.4393,2026-02-27T03:46:48Z,15.1,2026-03-10
SHP-0021,PO-00034,COSCO Shipping Universe,air,Laem Chabang,Houston,17.6364,47.3697,2026-02-27T20:34:48Z,17.0,2026-03-13
SHP-0021,PO-00034,COSCO Shipping Universe,air,Laem Chabang,Houston,18.9452,29.8357,2026-02-28T13:22:48Z,10.6,2026-03-11
SHP-0021,PO-00034,COSCO Shipping Universe,air,Laem Chabang,Houston,20.2714,11.5965,2026-03-01T06:10:48Z,18.5,2026-03-10
SHP-0021,PO-00034,COSCO Shipping Universe,air,Laem Chabang,Houston,22.4035,-5.972,2026-03-01T22:58:48Z,15.1,2026-03-06
SHP-0021,PO-00034,COSCO Shipping Universe,air,Laem Chabang,Houston,23.4601,-23.8444,2026-03-02T15:46:48Z,14.8,2026-03-18
SHP-0021,PO-00034,COSCO Shipping Universe,air,Laem Chabang,Houston,24.9385,-42.2886,2026-03-03T08:34:48Z,7.9,2026-03-13
SHP-0021,PO-00034,COSCO Shipping Universe,air,Laem Chabang,Houston,26.8563,-59.5603,2026-03-04T01:22:48Z,11.5,2026-03-19
SHP-0021,PO-00034,COSCO Shipping Universe,air,Laem Chabang,Houston,28.5653,-77.7778,2026-03-04T18:10:48Z,21.1,2026-03-15
SHP-0022,PO-00035,HMM Algeciras,sea,Shanghai,Savannah,31.1287,100.8654,2026-02-26T10:58:48Z,8.5,2026-03-17
SHP-0022,PO-00035,HMM Algeciras,sea,Shanghai,Savannah,31.4018,81.0695,2026-02-27T05:38:48Z,19.8,2026-03-13
SHP-0022,PO-00035,HMM Algeciras,sea,Shanghai,Savannah,31.7208,60.2643,2026-02-28T00:18:48Z,13.8,2026-03-08
SHP-0022,PO-00035,HMM Algeciras,sea,Shanghai,Savannah,31.6309,40.9441,2026-02-28T18:58:48Z,13.9,2026-03-13
SHP-0022,PO-00035,HMM Algeciras,sea,Shanghai,Savannah,31.4688,19.8632,2026-03-01T13:38:48Z,10.8,2026-03-14
SHP-0022,PO-00035,HMM Algeciras,sea,Shanghai,Savannah,31.5943,0.206,2026-03-02T08:18:48Z,16.6,2026-03-17
SHP-0022,PO-00035,HMM Algeciras,sea,Shanghai,Savannah,32.1287,-20.5576,2026-03-03T02:58:48Z,8.3,2026-03-13
SHP-0022,PO-00035,HMM Algeciras,sea,Shanghai,Savannah,31.6565,-40.5199,2026-03-03T21:38:48Z,21.0,2026-03-09
SHP-0022,PO-00035,HMM Algeciras,sea,Shanghai,Savannah,32.4773,-60.5628,2026-03-04T16:18:48Z,8.5,2026-03-17
